"function","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.014865,1,232.46,164.38,164.38,0
0.01507,1,232.64,164.5,164.5,0
0.015274,1,232.81,164.62,164.62,0
0.01548,1,232.99,164.75,164.75,0
0.015685,1,233.17,164.88,164.88,0
0.015892,1,233.35,165,165,0
0.015998,1,233.52,165.12,165.12,0
0.016105,1,233.7,165.25,165.25,0
0.016211,1,233.88,165.38,165.38,0
0.016318,1,234.05,165.5,165.5,0
0.016425,1,234.23,165.62,165.62,0
0.016532,1,234.41,165.75,165.75,0
0.01664,1,234.58,165.88,165.88,0
0.016747,1,234.76,166,166,0
0.01675,1,234.94,166.12,166.12,0
0.016753,1,235.11,166.25,166.25,0
0.016755,1,235.29,166.38,166.38,0
0.016758,1,235.47,166.5,166.5,0
0.01676,1,235.64,166.62,166.62,0
0.016762,1,235.82,166.75,166.75,0
0.016764,1,236,166.88,166.88,0
0.016766,1,236.17,167,167,0
0.016663,1,236.35,167.12,167.12,0
0.016559,1,236.53,167.25,167.25,0
0.016455,1,236.7,167.38,167.38,0
0.016351,1,236.88,167.5,167.5,0
0.016246,1,237.06,167.62,167.62,0
0.016141,1,237.23,167.75,167.75,0
0.016035,1,237.41,167.88,167.88,0
0.015929,1,237.59,168,168,0
0.015722,1,237.76,168.12,168.12,0
0.015515,1,237.94,168.25,168.25,0
0.015307,1,238.12,168.38,168.38,0
0.015098,1,238.29,168.5,168.5,0
0.014889,1,238.47,168.62,168.62,0
0.014679,1,238.65,168.75,168.75,0
0.014468,1,238.83,168.88,168.88,0
0.014256,1,239,169,169,0
0.013954,1,239.18,169.12,169.12,0
0.01365,1,239.36,169.25,169.25,0
0.013346,1,239.53,169.38,169.38,0
0.01304,1,239.71,169.5,169.5,0
0.012734,1,239.89,169.62,169.62,0
0.012427,1,240.06,169.75,169.75,0
0.012118,1,240.24,169.88,169.88,0
0.011809,1,240.42,170,170,0
0.011422,1,240.59,170.12,170.12,0
0.011034,1,240.77,170.25,170.25,0
0.010645,1,240.95,170.38,170.38,0
0.010255,1,241.12,170.5,170.5,0
0.0098632,1,241.3,170.62,170.62,0
0.0094706,1,241.48,170.75,170.75,0
0.0090768,1,241.65,170.88,170.88,0
0.0086819,1,241.83,171,171,0
0.0082266,1,242.01,171.12,171.12,0
0.00777,1,242.18,171.25,171.25,0
0.0073121,1,242.36,171.38,171.38,0
0.0068529,1,242.54,171.5,171.5,0
0.0063924,1,242.71,171.62,171.62,0
0.0059307,1,242.89,171.75,171.75,0
0.0054676,1,243.07,171.88,171.88,0
0.0050033,1,243.24,172,172,0
0.0044986,1,243.42,172.12,172.12,0
0.0039925,1,243.6,172.25,172.25,0
0.0034851,1,243.78,172.38,172.38,0
0.0029763,1,243.95,172.5,172.5,0
0.0024661,1,244.13,172.62,172.62,0
0.0019546,1,244.31,172.75,172.75,0
0.0014417,1,244.48,172.88,172.88,0
0.00092751,1,244.66,173,173,0
0.00039494,1,244.84,173.12,173.12,0
-0.000139,1,245.01,173.25,173.25,0
-0.00067432,1,245.19,173.38,173.38,0
-0.001211,1,245.37,173.5,173.5,0
-0.0017491,1,245.54,173.62,173.62,0
-0.0022885,1,245.72,173.75,173.75,0
-0.0028294,1,245.9,173.88,173.88,0
-0.0033716,1,246.07,174,174,0
-0.003909,1,246.25,174.12,174.12,0
-0.0044478,1,246.43,174.25,174.25,0
-0.0049879,1,246.6,174.38,174.38,0
-0.0055293,1,246.78,174.5,174.5,0
-0.0060721,1,246.96,174.62,174.62,0
-0.0066162,1,247.13,174.75,174.75,0
-0.0071617,1,247.31,174.88,174.88,0
-0.0077084,1,247.49,175,175,0
-0.0082274,1,247.66,175.12,175.12,0
-0.0087475,1,247.84,175.25,175.25,0
-0.0092689,1,248.02,175.38,175.38,0
-0.0097916,1,248.19,175.5,175.5,0
-0.010315,1,248.37,175.62,175.62,0
-0.010841,1,248.55,175.75,175.75,0
-0.011367,1,248.72,175.88,175.88,0
-0.011894,1,248.9,176,176,0
-0.012372,1,249.08,176.12,176.12,0
-0.012851,1,249.26,176.25,176.25,0
-0.013331,1,249.43,176.38,176.38,0
-0.013812,1,249.61,176.5,176.5,0
-0.014294,1,249.79,176.62,176.62,0
-0.014777,1,249.96,176.75,176.75,0
-0.015261,1,250.14,176.88,176.88,0
-0.015747,1,250.32,177,177,0
-0.016162,1,250.49,177.12,177.12,0
-0.016579,1,250.67,177.25,177.25,0
-0.016996,1,250.85,177.38,177.38,0
-0.017414,1,251.02,177.5,177.5,0
-0.017834,1,251.2,177.62,177.62,0
-0.018254,1,251.38,177.75,177.75,0
-0.018675,1,251.55,177.88,177.88,0
-0.019097,1,251.73,178,178,0
-0.019432,1,251.91,178.12,178.12,0
-0.019768,1,252.08,178.25,178.25,0
-0.020104,1,252.26,178.38,178.38,0
-0.020442,1,252.44,178.5,178.5,0
-0.020779,1,252.61,178.62,178.62,0
-0.021118,1,252.79,178.75,178.75,0
-0.021457,1,252.97,178.88,178.88,0
-0.021797,1,253.14,179,179,0
-0.022038,1,253.32,179.12,179.12,0
-0.022278,1,253.5,179.25,179.25,0
-0.02252,1,253.67,179.38,179.38,0
-0.022761,1,253.85,179.5,179.5,0
-0.023003,1,254.03,179.62,179.62,0
-0.023246,1,254.2,179.75,179.75,0
-0.023489,1,254.38,179.88,179.88,0
-0.023732,1,254.56,180,180,0
-0.023867,1,254.74,180.12,180.12,0
-0.024003,1,254.91,180.25,180.25,0
-0.024138,1,255.09,180.38,180.38,0
-0.024274,1,255.27,180.5,180.5,0
-0.02441,1,255.44,180.62,180.62,0
-0.024546,1,255.62,180.75,180.75,0
-0.024682,1,255.8,180.88,180.88,0
-0.024818,1,255.97,181,181,0
-0.024843,1,256.15,181.12,181.12,0
-0.024868,1,256.33,181.25,181.25,0
-0.024892,1,256.5,181.38,181.38,0
-0.024917,1,256.68,181.5,181.5,0
-0.024941,1,256.86,181.62,181.62,0
-0.024965,1,257.03,181.75,181.75,0
-0.02499,1,257.21,181.88,181.88,0
-0.025014,1,257.39,182,182,0
-0.024928,1,257.56,182.12,182.12,0
-0.024841,1,257.74,182.25,182.25,0
-0.024755,1,257.92,182.38,182.38,0
-0.024668,1,258.09,182.5,182.5,0
-0.02458,1,258.27,182.62,182.62,0
-0.024493,1,258.45,182.75,182.75,0
-0.024405,1,258.62,182.88,182.88,0
-0.024317,1,258.8,183,183,0
-0.024125,1,258.98,183.12,183.12,0
-0.023933,1,259.15,183.25,183.25,0
-0.023741,1,259.33,183.38,183.38,0
-0.023547,1,259.51,183.5,183.5,0
-0.023354,1,259.68,183.62,183.62,0
-0.023159,1,259.86,183.75,183.75,0
-0.022965,1,260.04,183.88,183.88,0
-0.022769,1,260.22,184,184,0
-0.022482,1,260.39,184.12,184.12,0
-0.022195,1,260.57,184.25,184.25,0
-0.021906,1,260.75,184.38,184.38,0
-0.021617,1,260.92,184.5,184.5,0
-0.021327,1,261.1,184.62,184.62,0
-0.021037,1,261.28,184.75,184.75,0
-0.020745,1,261.45,184.88,184.88,0
-0.020453,1,261.63,185,185,0
-0.020086,1,261.81,185.12,185.12,0
-0.019717,1,261.98,185.25,185.25,0
-0.019348,1,262.16,185.38,185.38,0
-0.018978,1,262.34,185.5,185.5,0
-0.018607,1,262.51,185.62,185.62,0
-0.018235,1,262.69,185.75,185.75,0
-0.017862,1,262.87,185.88,185.88,0
-0.017489,1,263.04,186,186,0
-0.017059,1,263.22,186.12,186.12,0
-0.016629,1,263.4,186.25,186.25,0
-0.016198,1,263.57,186.38,186.38,0
-0.015765,1,263.75,186.5,186.5,0
-0.015332,1,263.93,186.62,186.62,0
-0.014898,1,264.1,186.75,186.75,0
-0.014463,1,264.28,186.88,186.88,0
-0.014027,1,264.46,187,187,0
-0.013558,1,264.63,187.12,187.12,0
-0.013088,1,264.81,187.25,187.25,0
-0.012617,1,264.99,187.38,187.38,0
-0.012145,1,265.17,187.5,187.5,0
-0.011672,1,265.34,187.62,187.62,0
-0.011198,1,265.52,187.75,187.75,0
-0.010723,1,265.7,187.88,187.88,0
-0.010248,1,265.87,188,188,0
-0.0097632,1,266.05,188.12,188.12,0
-0.0092779,1,266.23,188.25,188.25,0
-0.0087915,1,266.4,188.38,188.38,0
-0.0083042,1,266.58,188.5,188.5,0
-0.0078159,1,266.76,188.62,188.62,0
-0.0073266,1,266.93,188.75,188.75,0
-0.0068363,1,267.11,188.88,188.88,0
-0.0063451,1,267.29,189,189,0
-0.0058708,1,267.46,189.12,189.12,0
-0.0053956,1,267.64,189.25,189.25,0
-0.0049194,1,267.82,189.38,189.38,0
-0.0044423,1,267.99,189.5,189.5,0
-0.0039643,1,268.17,189.62,189.62,0
-0.0034853,1,268.35,189.75,189.75,0
-0.0030054,1,268.52,189.88,189.88,0
-0.0025245,1,268.7,190,190,0
-0.0020856,1,268.88,190.12,190.12,0
-0.0016459,1,269.05,190.25,190.25,0
-0.0012054,1,269.23,190.38,190.38,0
-0.00076396,1,269.41,190.5,190.5,0
-0.00032171,1,269.58,190.62,190.62,0
0.00012139,1,269.76,190.75,190.75,0
0.00056534,1,269.94,190.88,190.88,0
0.0010101,1,270.11,191,191,0
0.0013895,1,270.29,191.12,191.12,0
0.0017696,1,270.47,191.25,191.25,0
0.0021504,1,270.65,191.38,191.38,0
0.002532,1,270.82,191.5,191.5,0
0.0029142,1,271,191.62,191.62,0
0.0032971,1,271.18,191.75,191.75,0
0.0036808,1,271.35,191.88,191.88,0
0.0040651,1,271.53,192,192,0
0.0043634,1,271.71,192.12,192.12,0
0.0046622,1,271.88,192.25,192.25,0
0.0049615,1,272.06,192.38,192.38,0
0.0052614,1,272.24,192.5,192.5,0
0.0055618,1,272.41,192.62,192.62,0
0.0058627,1,272.59,192.75,192.75,0
0.0061642,1,272.77,192.88,192.88,0
0.0064662,1,272.94,193,193,0
0.0066651,1,273.12,193.12,193.12,0
0.0068644,1,273.3,193.25,193.25,0
0.007064,1,273.47,193.38,193.38,0
0.0072639,1,273.65,193.5,193.5,0
0.0074642,1,273.83,193.62,193.62,0
0.0076648,1,274,193.75,193.75,0
0.0078658,1,274.18,193.88,193.88,0
0.0080671,1,274.36,194,194,0
0.0081529,1,274.53,194.12,194.12,0
0.0082388,1,274.71,194.25,194.25,0
0.0083248,1,274.89,194.38,194.38,0
0.0084109,1,275.06,194.5,194.5,0
0.0084972,1,275.24,194.62,194.62,0
0.0085836,1,275.42,194.75,194.75,0
0.0086701,1,275.59,194.88,194.88,0
0.0087568,1,275.77,195,195,0
0.0087207,1,275.95,195.12,195.12,0
0.0086845,1,276.13,195.25,195.25,0
0.0086482,1,276.3,195.38,195.38,0
0.0086118,1,276.48,195.5,195.5,0
0.0085753,1,276.66,195.62,195.62,0
0.0085388,1,276.83,195.75,195.75,0
0.0085021,1,277.01,195.88,195.88,0
0.0084654,1,277.19,196,196,0
0.0083043,1,277.36,196.12,196.12,0
0.0081429,1,277.54,196.25,196.25,0
0.0079811,1,277.72,196.38,196.38,0
0.0078191,1,277.89,196.5,196.5,0
0.0076568,1,278.07,196.62,196.62,0
0.0074942,1,278.25,196.75,196.75,0
0.0073312,1,278.42,196.88,196.88,0
0.007168,1,278.6,197,197,0
0.0068846,1,278.78,197.12,197.12,0
0.0066008,1,278.95,197.25,197.25,0
0.0063164,1,279.13,197.38,197.38,0
0.0060315,1,279.31,197.5,197.5,0
0.0057461,1,279.48,197.62,197.62,0
0.0054602,1,279.66,197.75,197.75,0
0.0051738,1,279.84,197.88,197.88,0
0.0048869,1,280.01,198,198,0
0.0044899,1,280.19,198.12,198.12,0
0.0040921,1,280.37,198.25,198.25,0
0.0036937,1,280.54,198.38,198.38,0
0.0032946,1,280.72,198.5,198.5,0
0.0028947,1,280.9,198.62,198.62,0
0.0024942,1,281.07,198.75,198.75,0
0.002093,1,281.25,198.88,198.88,0
0.0016912,1,281.43,199,199,0
0.0011945,1,281.61,199.12,199.12,0
0.00069695,1,281.78,199.25,199.25,0
0.00019859,1,281.96,199.38,199.38,0
-0.00030061,1,282.14,199.5,199.5,0
-0.00080065,1,282.31,199.62,199.62,0
-0.0013015,1,282.49,199.75,199.75,0
-0.0018032,1,282.67,199.88,199.88,0
-0.0023058,1,282.84,200,200,0
-0.0028831,1,283.02,200.12,200.12,0
-0.0034613,1,283.2,200.25,200.25,0
-0.0040405,1,283.37,200.38,200.38,0
-0.0046206,1,283.55,200.5,200.5,0
-0.0052017,1,283.73,200.62,200.62,0
-0.0057837,1,283.9,200.75,200.75,0
-0.0063667,1,284.08,200.88,200.88,0
-0.0069506,1,284.26,201,201,0
-0.0075853,1,284.43,201.12,201.12,0
-0.008221,1,284.61,201.25,201.25,0
-0.0088577,1,284.79,201.38,201.38,0
-0.0094954,1,284.96,201.5,201.5,0
-0.010134,1,285.14,201.62,201.62,0
-0.010774,1,285.32,201.75,201.75,0
-0.011415,1,285.49,201.88,201.88,0
-0.012056,1,285.67,202,202,0
-0.012722,1,285.85,202.12,202.12,0
-0.013389,1,286.02,202.25,202.25,0
-0.014057,1,286.2,202.38,202.38,0
-0.014726,1,286.38,202.5,202.5,0
-0.015395,1,286.56,202.62,202.62,0
-0.016066,1,286.73,202.75,202.75,0
-0.016738,1,286.91,202.88,202.88,0
-0.017411,1,287.09,203,203,0
-0.01808,1,287.26,203.12,203.12,0
-0.018749,1,287.44,203.25,203.25,0
-0.01942,1,287.62,203.38,203.38,0
-0.020091,1,287.79,203.5,203.5,0
-0.020764,1,287.97,203.62,203.62,0
-0.021437,1,288.15,203.75,203.75,0
-0.022112,1,288.32,203.88,203.88,0
-0.022787,1,288.5,204,204,0
-0.023429,1,288.68,204.12,204.12,0
-0.024072,1,288.85,204.25,204.25,0
-0.024716,1,289.03,204.38,204.38,0
-0.025361,1,289.21,204.5,204.5,0
-0.026007,1,289.38,204.62,204.62,0
-0.026654,1,289.56,204.75,204.75,0
-0.027302,1,289.74,204.88,204.88,0
-0.027951,1,289.91,205,205,0
-0.028538,1,290.09,205.12,205.12,0
-0.029127,1,290.27,205.25,205.25,0
-0.029716,1,290.44,205.38,205.38,0
-0.030306,1,290.62,205.5,205.5,0
-0.030897,1,290.8,205.62,205.62,0
-0.031489,1,290.97,205.75,205.75,0
-0.032081,1,291.15,205.88,205.88,0
-0.032675,1,291.33,206,206,0
-0.033181,1,291.5,206.12,206.12,0
-0.033688,1,291.68,206.25,206.25,0
-0.034196,1,291.86,206.38,206.38,0
-0.034705,1,292.04,206.5,206.5,0
-0.035214,1,292.21,206.62,206.62,0
-0.035725,1,292.39,206.75,206.75,0
-0.036235,1,292.57,206.88,206.88,0
-0.036747,1,292.74,207,207,0
-0.03715,1,292.92,207.12,207.12,0
-0.037553,1,293.1,207.25,207.25,0
-0.037957,1,293.27,207.38,207.38,0
-0.038361,1,293.45,207.5,207.5,0
-0.038766,1,293.63,207.62,207.62,0
-0.039171,1,293.8,207.75,207.75,0
-0.039577,1,293.98,207.88,207.88,0
-0.039983,1,294.16,208,208,0
-0.040263,1,294.33,208.12,208.12,0
-0.040544,1,294.51,208.25,208.25,0
-0.040825,1,294.69,208.38,208.38,0
-0.041106,1,294.86,208.5,208.5,0
-0.041388,1,295.04,208.62,208.62,0
-0.04167,1,295.22,208.75,208.75,0
-0.041952,1,295.39,208.88,208.88,0
-0.042235,1,295.57,209,209,0
-0.04238,1,295.75,209.12,209.12,0
-0.042525,1,295.92,209.25,209.25,0
-0.04267,1,296.1,209.38,209.38,0
-0.042815,1,296.28,209.5,209.5,0
-0.04296,1,296.45,209.62,209.62,0
-0.043106,1,296.63,209.75,209.75,0
-0.043251,1,296.81,209.88,209.88,0
-0.043397,1,296.98,210,210,0
-0.0434,1,297.16,210.12,210.12,0
-0.043402,1,297.34,210.25,210.25,0
-0.043404,1,297.52,210.38,210.38,0
-0.043407,1,297.69,210.5,210.5,0
-0.043409,1,297.87,210.62,210.62,0
-0.043411,1,298.05,210.75,210.75,0
-0.043413,1,298.22,210.88,210.88,0
-0.043415,1,298.4,211,211,0
-0.043275,1,298.58,211.12,211.12,0
-0.043135,1,298.75,211.25,211.25,0
-0.042994,1,298.93,211.38,211.38,0
-0.042853,1,299.11,211.5,211.5,0
-0.042712,1,299.28,211.62,211.62,0
-0.042571,1,299.46,211.75,211.75,0
-0.042429,1,299.64,211.88,211.88,0
-0.042287,1,299.81,212,212,0
-0.042011,1,299.99,212.12,212.12,0
-0.041735,1,300.17,212.25,212.25,0
-0.041458,1,300.34,212.38,212.38,0
-0.041181,1,300.52,212.5,212.5,0
-0.040903,1,300.7,212.62,212.62,0
-0.040625,1,300.87,212.75,212.75,0
-0.040347,1,301.05,212.88,212.88,0
-0.040068,1,301.23,213,213,0
-0.039669,1,301.4,213.12,213.12,0
-0.03927,1,301.58,213.25,213.25,0
-0.038871,1,301.76,213.38,213.38,0
-0.038471,1,301.93,213.5,213.5,0
-0.03807,1,302.11,213.62,213.62,0
-0.037669,1,302.29,213.75,213.75,0
-0.037266,1,302.46,213.88,213.88,0
-0.036864,1,302.64,214,214,0
-0.036363,1,302.82,214.12,214.12,0
-0.035861,1,303,214.25,214.25,0
-0.035358,1,303.17,214.38,214.38,0
-0.034855,1,303.35,214.5,214.5,0
-0.034351,1,303.53,214.62,214.62,0
-0.033846,1,303.7,214.75,214.75,0
-0.03334,1,303.88,214.88,214.88,0
-0.032834,1,304.06,215,215,0
-0.032255,1,304.23,215.12,215.12,0
-0.031675,1,304.41,215.25,215.25,0
-0.031095,1,304.59,215.38,215.38,0
-0.030514,1,304.76,215.5,215.5,0
-0.029931,1,304.94,215.62,215.62,0
-0.029348,1,305.12,215.75,215.75,0
-0.028765,1,305.29,215.88,215.88,0
-0.02818,1,305.47,216,216,0
-0.027553,1,305.65,216.12,216.12,0
-0.026925,1,305.82,216.25,216.25,0
-0.026296,1,306,216.38,216.38,0
-0.025667,1,306.18,216.5,216.5,0
-0.025036,1,306.35,216.62,216.62,0
-0.024405,1,306.53,216.75,216.75,0
-0.023773,1,306.71,216.88,216.88,0
-0.023139,1,306.88,217,217,0
-0.022497,1,307.06,217.12,217.12,0
-0.021854,1,307.24,217.25,217.25,0
-0.02121,1,307.41,217.38,217.38,0
-0.020565,1,307.59,217.5,217.5,0
-0.019919,1,307.77,217.62,217.62,0
-0.019272,1,307.95,217.75,217.75,0
-0.018625,1,308.12,217.88,217.88,0
-0.017976,1,308.3,218,218,0
-0.017353,1,308.48,218.12,218.12,0
-0.016729,1,308.65,218.25,218.25,0
-0.016105,1,308.83,218.38,218.38,0
-0.015479,1,309.01,218.5,218.5,0
-0.014852,1,309.18,218.62,218.62,0
-0.014225,1,309.36,218.75,218.75,0
-0.013597,1,309.54,218.88,218.88,0
-0.012968,1,309.71,219,219,0
-0.012399,1,309.89,219.12,219.12,0
-0.011829,1,310.07,219.25,219.25,0
-0.011258,1,310.24,219.38,219.38,0
-0.010686,1,310.42,219.5,219.5,0
-0.010114,1,310.6,219.62,219.62,0
-0.0095411,1,310.77,219.75,219.75,0
-0.0089672,1,310.95,219.88,219.88,0
-0.0083926,1,311.13,220,220,0
-0.0079106,1,311.3,220.12,220.12,0
-0.0074278,1,311.48,220.25,220.25,0
-0.0069445,1,311.66,220.38,220.38,0
-0.0064604,1,311.83,220.5,220.5,0
-0.0059758,1,312.01,220.62,220.62,0
-0.0054905,1,312.19,220.75,220.75,0
-0.0050045,1,312.36,220.88,220.88,0
-0.0045179,1,312.54,221,221,0
-0.0041531,1,312.72,221.12,221.12,0
-0.0037878,1,312.89,221.25,221.25,0
-0.003422,1,313.07,221.38,221.38,0
-0.0030558,1,313.25,221.5,221.5,0
-0.0026891,1,313.43,221.62,221.62,0
-0.0023219,1,313.6,221.75,221.75,0
-0.0019542,1,313.78,221.88,221.88,0
-0.001586,1,313.96,222,222,0
-0.0013641,1,314.13,222.12,222.12,0
-0.0011418,1,314.31,222.25,222.25,0
-0.00091934,1,314.49,222.38,222.38,0
-0.00069655,1,314.66,222.5,222.5,0
-0.00047347,1,314.84,222.62,222.62,0
-0.00025011,1,315.02,222.75,222.75,0
-2.646e-05,1,315.19,222.88,222.88,0
0.00019748,1,315.37,223,223,0
0.00025682,1,315.55,223.12,223.12,0
0.00031623,1,315.72,223.25,223.25,0
0.00037572,1,315.9,223.38,223.38,0
0.00043528,1,316.08,223.5,223.5,0
0.00049492,1,316.25,223.62,223.62,0
0.00055463,1,316.43,223.75,223.75,0
0.00061442,1,316.61,223.88,223.88,0
0.00067428,1,316.78,224,224,0
0.00055833,1,316.96,224.12,224.12,0
0.00044224,1,317.14,224.25,224.25,0
0.00032599,1,317.31,224.38,224.38,0
0.0002096,1,317.49,224.5,224.5,0
9.3069e-05,1,317.67,224.62,224.62,0
-2.3613e-05,1,317.84,224.75,224.75,0
-0.00014044,1,318.02,224.88,224.88,0
-0.00025742,1,318.2,225,225,0
-0.00055352,1,318.37,225.12,225.12,0
-0.00084999,1,318.55,225.25,225.25,0
-0.0011468,1,318.73,225.38,225.38,0
-0.001444,1,318.91,225.5,225.5,0
-0.0017416,1,319.08,225.62,225.62,0
-0.0020396,1,319.26,225.75,225.75,0
-0.0023379,1,319.44,225.88,225.88,0
-0.0026365,1,319.61,226,226,0
-0.0031094,1,319.79,226.12,226.12,0
-0.0035827,1,319.97,226.25,226.25,0
-0.0040567,1,320.14,226.38,226.38,0
-0.0045313,1,320.32,226.5,226.5,0
-0.0050064,1,320.5,226.62,226.62,0
-0.0054821,1,320.67,226.75,226.75,0
-0.0059584,1,320.85,226.88,226.88,0
-0.0064353,1,321.03,227,227,0
-0.0070729,1,321.2,227.12,227.12,0
-0.0077114,1,321.38,227.25,227.25,0
-0.0083506,1,321.56,227.38,227.38,0
-0.0089905,1,321.73,227.5,227.5,0
-0.0096313,1,321.91,227.62,227.62,0
-0.010273,1,322.09,227.75,227.75,0
-0.010915,1,322.26,227.88,227.88,0
-0.011558,1,322.44,228,228,0
-0.012341,1,322.62,228.12,228.12,0
-0.013124,1,322.79,228.25,228.25,0
-0.013908,1,322.97,228.38,228.38,0
-0.014694,1,323.15,228.5,228.5,0
-0.01548,1,323.32,228.62,228.62,0
-0.016267,1,323.5,228.75,228.75,0
-0.017055,1,323.68,228.88,228.88,0
-0.017844,1,323.85,229,229,0
-0.018744,1,324.03,229.12,229.12,0
-0.019645,1,324.21,229.25,229.25,0
-0.020547,1,324.39,229.38,229.38,0
-0.02145,1,324.56,229.5,229.5,0
-0.022354,1,324.74,229.62,229.62,0
-0.023259,1,324.92,229.75,229.75,0
-0.024165,1,325.09,229.88,229.88,0
-0.025073,1,325.27,230,230,0
-0.026056,1,325.45,230.12,230.12,0
-0.02704,1,325.62,230.25,230.25,0
-0.028026,1,325.8,230.38,230.38,0
-0.029012,1,325.98,230.5,230.5,0
-0.03,1,326.15,230.62,230.62,0
-0.030989,1,326.33,230.75,230.75,0
-0.031979,1,326.51,230.88,230.88,0
-0.03297,1,326.68,231,231,0
-0.033998,1,326.86,231.12,231.12,0
-0.035027,1,327.04,231.25,231.25,0
-0.036057,1,327.21,231.38,231.38,0
-0.037088,1,327.39,231.5,231.5,0
-0.03812,1,327.57,231.62,231.62,0
-0.039154,1,327.74,231.75,231.75,0
-0.040188,1,327.92,231.88,231.88,0
-0.041224,1,328.1,232,232,0
-0.042254,1,328.27,232.12,232.12,0
-0.043284,1,328.45,232.25,232.25,0
-0.044316,1,328.63,232.38,232.38,0
-0.045349,1,328.8,232.5,232.5,0
-0.046383,1,328.98,232.62,232.62,0
-0.047418,1,329.16,232.75,232.75,0
-0.048455,1,329.33,232.88,232.88,0
-0.049492,1,329.51,233,233,0
-0.05048,1,329.69,233.12,233.12,0
-0.051468,1,329.87,233.25,233.25,0
-0.052458,1,330.04,233.38,233.38,0
-0.053448,1,330.22,233.5,233.5,0
-0.05444,1,330.4,233.62,233.62,0
-0.055432,1,330.57,233.75,233.75,0
-0.056426,1,330.75,233.88,233.88,0
-0.057421,1,330.93,234,234,0
-0.058322,1,331.1,234.12,234.12,0
-0.059225,1,331.28,234.25,234.25,0
-0.060128,1,331.46,234.38,234.38,0
-0.061033,1,331.63,234.5,234.5,0
-0.061938,1,331.81,234.62,234.62,0
-0.062844,1,331.99,234.75,234.75,0
-0.063751,1,332.16,234.88,234.88,0
-0.064659,1,332.34,235,235,0
-0.065434,1,332.52,235.12,235.12,0
-0.066209,1,332.69,235.25,235.25,0
-0.066985,1,332.87,235.38,235.38,0
-0.067762,1,333.05,235.5,235.5,0
-0.068539,1,333.22,235.62,235.62,0
-0.069318,1,333.4,235.75,235.75,0
-0.070097,1,333.58,235.88,235.88,0
-0.070877,1,333.75,236,236,0
-0.071488,1,333.93,236.12,236.12,0
-0.072099,1,334.11,236.25,236.25,0
-0.072711,1,334.28,236.38,236.38,0
-0.073324,1,334.46,236.5,236.5,0
-0.073937,1,334.64,236.62,236.62,0
-0.07455,1,334.82,236.75,236.75,0
-0.075165,1,334.99,236.88,236.88,0
-0.07578,1,335.17,237,237,0
-0.076196,1,335.35,237.12,237.12,0
-0.076614,1,335.52,237.25,237.25,0
-0.077031,1,335.7,237.38,237.38,0
-0.077449,1,335.88,237.5,237.5,0
-0.077867,1,336.05,237.62,237.62,0
-0.078286,1,336.23,237.75,237.75,0
-0.078705,1,336.41,237.88,237.88,0
-0.079124,1,336.58,238,238,0
-0.079325,1,336.76,238.12,238.12,0
-0.079526,1,336.94,238.25,238.25,0
-0.079727,1,337.11,238.38,238.38,0
-0.079928,1,337.29,238.5,238.5,0
-0.080129,1,337.47,238.62,238.62,0
-0.08033,1,337.64,238.75,238.75,0
-0.080532,1,337.82,238.88,238.88,0
-0.080733,1,338,239,239,0
-0.080705,1,338.17,239.12,239.12,0
-0.080677,1,338.35,239.25,239.25,0
-0.080649,1,338.53,239.38,239.38,0
-0.080621,1,338.7,239.5,239.5,0
-0.080592,1,338.88,239.62,239.62,0
-0.080564,1,339.06,239.75,239.75,0
-0.080535,1,339.23,239.88,239.88,0
-0.080506,1,339.41,240,240,0
-0.080247,1,339.59,240.12,240.12,0
-0.079988,1,339.76,240.25,240.25,0
-0.079728,1,339.94,240.38,240.38,0
-0.079468,1,340.12,240.5,240.5,0
-0.079208,1,340.3,240.62,240.62,0
-0.078947,1,340.47,240.75,240.75,0
-0.078686,1,340.65,240.88,240.88,0
-0.078425,1,340.83,241,241,0
-0.077944,1,341,241.12,241.12,0
-0.077462,1,341.18,241.25,241.25,0
-0.076981,1,341.36,241.38,241.38,0
-0.076498,1,341.53,241.5,241.5,0
-0.076015,1,341.71,241.62,241.62,0
-0.075531,1,341.89,241.75,241.75,0
-0.075047,1,342.06,241.88,241.88,0
-0.074562,1,342.24,242,242,0
-0.073879,1,342.42,242.12,242.12,0
-0.073196,1,342.59,242.25,242.25,0
-0.072512,1,342.77,242.38,242.38,0
-0.071827,1,342.95,242.5,242.5,0
-0.071142,1,343.12,242.62,242.62,0
-0.070455,1,343.3,242.75,242.75,0
-0.069768,1,343.48,242.88,242.88,0
-0.06908,1,343.65,243,243,0
-0.068227,1,343.83,243.12,243.12,0
-0.067373,1,344.01,243.25,243.25,0
-0.066518,1,344.18,243.38,243.38,0
-0.065662,1,344.36,243.5,243.5,0
-0.064805,1,344.54,243.62,243.62,0
-0.063947,1,344.71,243.75,243.75,0
-0.063088,1,344.89,243.88,243.88,0
-0.062229,1,345.07,244,244,0
-0.061246,1,345.24,244.12,244.12,0
-0.060262,1,345.42,244.25,244.25,0
-0.059277,1,345.6,244.38,244.38,0
-0.058291,1,345.78,244.5,244.5,0
-0.057304,1,345.95,244.62,244.62,0
-0.056316,1,346.13,244.75,244.75,0
-0.055327,1,346.31,244.88,244.88,0
-0.054336,1,346.48,245,245,0
-0.053274,1,346.66,245.12,245.12,0
-0.05221,1,346.84,245.25,245.25,0
